HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458135.63594,2018-01-17.1344638,bj,1.57,17.234,15.042,0.029,3.492,0.093,g
2458135.63716,2018-01-17.1356879,bj,1.65,17.252,15.048,0.029,3.474,0.091,g
2458136.63308,2018-01-18.1316317,bj,1.62,17.258,15.033,0.028,3.522,0.091,g
2458136.63430,2018-01-18.1328474,bj,1.61,17.262,15.007,0.027,3.608,0.091,g
2458136.63552,2018-01-18.1340672,bj,1.67,17.273,15.064,0.028,3.425,0.090,g
2458137.63033,2018-01-19.1289042,bj,1.56,17.322,15.063,0.027,3.426,0.086,g
2458137.63154,2018-01-19.1301239,bj,1.63,17.281,15.075,0.029,3.391,0.089,g
2458137.63276,2018-01-19.1313413,bj,1.62,17.262,15.001,0.027,3.624,0.091,g
2458138.63004,2018-01-20.1286400,bj,1.59,17.247,15.038,0.028,3.507,0.092,g
2458138.63126,2018-01-20.1298630,bj,1.55,17.233,15.062,0.029,3.432,0.093,g
2458138.63249,2018-01-20.1310923,bj,1.65,17.314,15.070,0.028,3.404,0.086,g
2458139.64068,2018-01-21.1393086,bj,1.63,17.262,15.072,0.029,3.398,0.091,g
2458139.64190,2018-01-21.1405248,bj,1.57,17.276,15.082,0.029,3.367,0.090,g
2458139.64311,2018-01-21.1417446,bj,1.70,17.268,15.044,0.028,3.486,0.090,g
2458140.64453,2018-01-22.1431843,bj,1.69,17.276,15.053,0.028,3.458,0.090,g
2458140.64576,2018-01-22.1444121,bj,1.61,17.269,15.026,0.028,3.543,0.090,g
2458140.64697,2018-01-22.1456283,bj,1.62,17.221,15.056,0.030,3.451,0.094,g
2458141.65170,2018-01-23.1503770,bj,1.59,17.251,15.075,0.029,3.389,0.092,g
2458141.65291,2018-01-23.1515968,bj,1.57,17.257,15.034,0.028,3.518,0.091,g
2458141.65413,2018-01-23.1528142,bj,1.73,17.260,15.050,0.028,3.469,0.091,g
2458154.34211,2018-02-04.8411724,bn,2.15,17.330,15.091,0.028,3.337,0.085,g
2458154.34336,2018-02-04.8424265,bn,2.14,17.328,15.130,0.029,3.221,0.085,g
2458154.34460,2018-02-04.8436630,bn,2.12,17.308,15.110,0.029,3.281,0.087,g
2458155.36907,2018-02-05.8681641,bn,1.52,99.990,99.990,99.990,99.990,99.990,g
2458155.37030,2018-02-05.8693957,bn,1.53,99.990,99.990,99.990,99.990,99.990,g
2458155.37229,2018-02-05.8713846,bn,1.52,17.369,15.111,0.027,3.277,0.082,g
2458156.36698,2018-02-06.8661069,bn,1.66,17.302,15.056,0.028,3.447,0.087,g
2458156.36819,2018-02-06.8673197,bn,1.63,17.289,15.080,0.028,3.373,0.088,g
2458156.36940,2018-02-06.8685293,bn,1.67,17.327,15.119,0.028,3.254,0.085,g
2458157.38608,2018-02-07.8852449,bn,1.68,16.634,15.084,0.052,3.359,0.162,g
2458157.38730,2018-02-07.8864609,bn,1.63,16.746,15.162,0.052,3.127,0.149,g
2458157.38851,2018-02-07.8876667,bn,1.65,17.296,15.052,0.028,3.463,0.088,g
2458157.64317,2018-02-08.1423422,bj,1.59,17.228,15.046,0.029,3.479,0.094,g
2458157.64439,2018-02-08.1435630,bj,1.51,17.222,15.109,0.031,3.283,0.094,g
2458157.64560,2018-02-08.1447768,bj,1.58,17.217,15.018,0.029,3.570,0.094,g
2458158.38196,2018-02-08.8811611,bn,1.50,17.073,15.099,0.035,3.315,0.108,g
2458158.38326,2018-02-08.8824516,bn,1.51,17.062,15.146,0.037,3.174,0.109,g
2458158.38452,2018-02-08.8837153,bn,1.52,17.159,15.068,0.032,3.410,0.100,g
2458158.63521,2018-02-09.1344167,bj,1.56,17.158,15.062,0.032,3.428,0.100,g
2458158.63644,2018-02-09.1356398,bj,1.58,17.176,15.056,0.031,3.448,0.098,g
2458158.63766,2018-02-09.1368576,bj,1.55,17.217,15.078,0.030,3.380,0.094,g
2458159.63091,2018-02-10.1301553,bj,1.56,17.289,15.074,0.028,3.391,0.088,g
2458159.63214,2018-02-10.1313797,bj,1.56,17.260,15.092,0.030,3.336,0.091,g
2458159.63336,2018-02-10.1325993,bj,1.53,17.261,15.091,0.030,3.338,0.091,g
2458160.36684,2018-02-10.8661030,bn,2.15,17.268,15.132,0.030,3.216,0.090,g
2458160.36804,2018-02-10.8673101,bn,2.15,17.252,15.072,0.029,3.397,0.092,g
2458160.36927,2018-02-10.8685384,bn,2.21,17.252,15.070,0.029,3.402,0.092,g
2458160.62281,2018-02-11.1220805,bj,1.56,17.206,15.106,0.032,3.293,0.095,g
2458160.62403,2018-02-11.1233015,bj,1.51,17.196,15.072,0.031,3.399,0.096,g
2458160.62526,2018-02-11.1245215,bj,1.56,17.205,15.037,0.030,3.510,0.096,g
2458161.33773,2018-02-11.8370292,bn,1.75,14.963,>14.963,99.990,2.764,0.752,g
2458161.33895,2018-02-11.8382364,bn,1.70,14.132,>14.132,99.990,-1.588,1.616,g
2458161.34015,2018-02-11.8394400,bn,1.64,15.140,15.126,0.216,3.231,0.639,g
2458161.59580,2018-02-12.0951040,bj,1.62,99.990,99.990,99.990,99.990,99.990,g
2458161.59702,2018-02-12.0963237,bj,1.57,17.276,15.102,0.029,3.305,0.089,g
2458161.59824,2018-02-12.0975459,bj,1.58,17.250,15.092,0.030,3.337,0.092,g
2458162.59571,2018-02-13.0950480,bj,1.61,17.210,15.082,0.031,3.369,0.095,g
2458162.59693,2018-02-13.0962690,bj,1.60,17.212,15.065,0.030,3.420,0.095,g
2458162.59815,2018-02-13.0974909,bj,1.63,17.229,15.049,0.029,3.470,0.093,g
2458163.60544,2018-02-14.1048069,bj,1.55,17.165,15.075,0.032,3.389,0.099,g
2458163.60665,2018-02-14.1060243,bj,1.58,17.220,15.036,0.029,3.513,0.094,g
2458163.60787,2018-02-14.1072429,bj,1.55,17.197,15.102,0.032,3.306,0.096,g
2458164.59771,2018-02-15.0971158,bj,1.56,17.211,15.058,0.030,3.442,0.095,g
2458164.59892,2018-02-15.0983263,bj,1.56,17.188,15.083,0.031,3.363,0.097,g
2458164.60014,2018-02-15.0995445,bj,1.60,17.248,15.130,0.031,3.221,0.092,g
2458165.32861,2018-02-15.8280405,bn,2.10,99.990,99.990,99.990,99.990,99.990,g
2458165.32983,2018-02-15.8292571,bn,2.07,99.990,99.990,99.990,99.990,99.990,g
2458165.33109,2018-02-15.8305135,bn,2.05,99.990,99.990,99.990,99.990,99.990,g
2458165.68474,2018-02-16.1841782,bj,1.60,17.183,15.103,0.032,3.303,0.097,g
2458165.68595,2018-02-16.1853931,bj,1.55,17.117,15.046,0.032,3.479,0.104,g
2458165.68718,2018-02-16.1866138,bj,1.54,17.179,15.084,0.032,3.359,0.098,g
2458166.33714,2018-02-16.8366046,bn,1.72,17.319,15.042,0.027,3.492,0.086,g
2458166.33836,2018-02-16.8378244,bn,1.68,17.315,15.100,0.028,3.311,0.086,g
2458166.33958,2018-02-16.8390421,bn,1.71,17.336,15.087,0.027,3.353,0.085,g
2458167.33668,2018-02-17.8361804,bn,2.33,99.990,99.990,99.990,99.990,99.990,g
2458167.33789,2018-02-17.8373887,bn,2.31,99.990,99.990,99.990,99.990,99.990,g
2458167.33910,2018-02-17.8385927,bn,2.32,17.240,15.106,0.031,3.291,0.093,g
2458167.52522,2018-02-18.0247291,bj,1.64,17.105,15.097,0.034,3.320,0.105,g
2458167.52645,2018-02-18.0259483,bj,1.61,17.160,15.091,0.032,3.339,0.100,g
2458167.52766,2018-02-18.0271644,bj,1.61,17.198,15.067,0.031,3.414,0.096,g
2458168.33427,2018-02-18.8338054,bn,1.59,17.275,15.073,0.029,3.395,0.090,g
2458168.33549,2018-02-18.8350196,bn,1.53,17.268,15.072,0.029,3.400,0.090,g
2458168.33671,2018-02-18.8362375,bn,1.63,17.270,15.050,0.028,3.469,0.090,g
2458168.64271,2018-02-19.1422596,bj,1.69,17.112,15.151,0.036,3.158,0.104,g
2458168.64394,2018-02-19.1434815,bj,1.69,17.167,15.121,0.033,3.249,0.099,g
2458168.64517,2018-02-19.1447140,bj,1.63,17.084,15.047,0.033,3.477,0.107,g
2458169.33902,2018-02-19.8385900,bn,1.52,17.283,15.048,0.028,3.473,0.089,g
2458169.34024,2018-02-19.8398074,bn,1.51,17.322,15.137,0.029,3.200,0.086,g
2458169.34144,2018-02-19.8410107,bn,1.47,17.255,15.066,0.029,3.418,0.091,g
2458170.32991,2018-02-20.8295190,bn,1.49,17.272,15.065,0.029,3.419,0.090,g
2458170.33113,2018-02-20.8307378,bn,1.48,17.274,15.112,0.030,3.276,0.090,g
2458170.33233,2018-02-20.8319403,bn,1.46,17.256,15.113,0.030,3.274,0.091,g
2458170.52299,2018-02-21.0225988,bj,1.66,17.008,15.053,0.036,3.459,0.114,g
2458170.52421,2018-02-21.0238195,bj,1.63,17.040,15.108,0.037,3.286,0.111,g
2458170.52542,2018-02-21.0250354,bj,1.66,17.042,15.059,0.035,3.442,0.111,g
2458171.54479,2018-02-22.0444418,bj,1.58,17.109,15.067,0.033,3.415,0.104,g
2458171.54601,2018-02-22.0456618,bj,1.62,17.078,15.189,0.038,3.051,0.107,g
2458171.54725,2018-02-22.0468942,bj,1.61,17.103,15.023,0.032,3.555,0.105,g
2458172.65187,2018-02-23.1515600,bj,1.69,17.012,15.113,0.038,3.272,0.114,g
2458172.65309,2018-02-23.1527819,bj,1.57,17.117,15.129,0.035,3.224,0.104,g
2458172.65432,2018-02-23.1540086,bj,1.61,17.025,15.138,0.038,3.200,0.113,g
2458174.65488,2018-02-25.1546362,bf,1.51,16.243,14.675,0.052,5.174,0.245,V
2458174.65616,2018-02-25.1559135,bf,1.48,16.270,14.689,0.051,5.109,0.239,V
2458174.65742,2018-02-25.1571841,bf,1.50,16.145,14.699,0.058,5.063,0.268,V
2458176.69132,2018-02-27.1911557,bf,1.52,15.983,14.847,0.077,4.416,0.311,V
2458176.69259,2018-02-27.1924204,bf,1.63,15.903,14.909,0.088,4.171,0.334,V
2458176.69386,2018-02-27.1936894,bf,1.61,15.829,14.625,0.072,5.419,0.358,V
2458178.61333,2018-03-01.1132343,bf,1.50,15.803,14.704,0.079,5.041,0.366,V
2458178.61461,2018-03-01.1145129,bf,1.54,15.940,14.939,0.087,4.056,0.323,V
2458178.61589,2018-03-01.1157843,bf,1.55,15.899,14.587,0.065,5.612,0.336,V
2458179.65864,2018-03-02.1585804,bf,1.46,15.388,14.842,0.132,4.437,0.537,V
2458179.65993,2018-03-02.1598668,bf,1.46,15.593,14.848,0.110,4.413,0.445,V
2458179.66120,2018-03-02.1611430,bf,1.49,15.547,14.830,0.113,4.489,0.464,V
2458180.55570,2018-03-03.0556690,bj,1.62,16.462,15.081,0.061,3.370,0.189,g
2458180.55693,2018-03-03.0568980,bj,1.57,16.475,15.073,0.060,3.393,0.187,g
2458180.55814,2018-03-03.0581152,bj,1.61,16.489,15.131,0.063,3.219,0.184,g
2458181.53351,2018-03-04.0335181,bf,1.47,16.447,14.810,0.048,4.570,0.203,V
2458181.53479,2018-03-04.0347957,bf,1.45,16.442,14.776,0.047,4.718,0.204,V
2458181.53606,2018-03-04.0360616,bf,1.47,16.503,14.727,0.043,4.934,0.193,V
2458183.28526,2018-03-05.7853300,bn,2.02,99.990,99.990,99.990,99.990,99.990,g
2458183.28648,2018-03-05.7865466,bn,2.01,17.223,15.082,0.030,3.369,0.094,g
2458183.28769,2018-03-05.7877633,bn,2.03,17.189,15.102,0.032,3.306,0.097,g
2458183.52408,2018-03-06.0241599,bf,1.48,16.644,14.733,0.037,4.907,0.169,V
2458183.52536,2018-03-06.0254390,bf,1.48,16.655,14.723,0.037,4.954,0.167,V
2458183.52662,2018-03-06.0267043,bf,1.44,16.606,14.735,0.039,4.898,0.175,V
2458184.29956,2018-03-06.7996657,bn,1.69,17.273,15.012,0.027,3.590,0.090,g
2458184.30077,2018-03-06.8008738,bn,1.77,99.990,99.990,99.990,99.990,99.990,g
2458184.30198,2018-03-06.8020788,bn,1.73,17.260,15.027,0.028,3.543,0.091,g
2458185.30324,2018-03-07.8033807,bn,1.56,17.316,15.061,0.027,3.432,0.086,g
2458185.30445,2018-03-07.8045872,bn,1.55,17.304,15.059,0.028,3.441,0.087,g
2458185.30565,2018-03-07.8057946,bn,1.52,17.310,15.077,0.028,3.384,0.087,g
2458185.50266,2018-03-08.0028008,bj,1.66,16.697,15.152,0.053,3.158,0.152,g
2458185.50387,2018-03-08.0040200,bj,1.68,16.691,15.041,0.048,3.497,0.153,g
2458185.50509,2018-03-08.0052375,bj,1.65,16.905,15.090,0.041,3.343,0.126,g
2458186.30880,2018-03-08.8089883,bn,2.04,17.265,15.085,0.029,3.356,0.090,g
2458186.31002,2018-03-08.8102002,bn,2.03,17.266,15.098,0.030,3.317,0.090,g
2458186.31124,2018-03-08.8114190,bn,2.01,17.291,15.110,0.029,3.280,0.088,g
2458186.64568,2018-03-09.1458810,bj,1.58,17.003,15.064,0.037,3.424,0.115,g
2458186.64690,2018-03-09.1470972,bj,1.54,17.035,15.108,0.037,3.290,0.112,g
2458186.64812,2018-03-09.1483098,bj,1.66,16.999,15.098,0.038,3.318,0.115,g
2458189.64761,2018-03-12.1479054,bj,1.56,17.091,15.032,0.033,3.527,0.106,g
2458189.64883,2018-03-12.1491244,bj,1.60,17.131,15.073,0.033,3.395,0.102,g
2458189.65005,2018-03-12.1503416,bj,1.63,17.089,15.099,0.035,3.314,0.107,g
2458190.61043,2018-03-13.1107643,bf,1.40,16.533,14.812,0.045,4.559,0.187,V
2458190.61170,2018-03-13.1120261,bf,1.41,16.532,14.784,0.044,4.681,0.187,V
2458190.61299,2018-03-13.1133238,bf,1.40,16.549,14.728,0.041,4.929,0.185,V
2458191.30301,2018-03-13.8033642,bn,1.86,99.990,99.990,99.990,99.990,99.990,g
2458191.30558,2018-03-13.8059384,bn,1.68,14.384,>14.384,99.990,1.082,1.281,g
2458191.65333,2018-03-14.1536978,bf,1.43,16.473,14.791,0.046,4.650,0.198,V
2458191.65461,2018-03-14.1549718,bf,1.41,16.505,14.863,0.048,4.355,0.192,V
2458191.65587,2018-03-14.1562339,bf,1.48,16.371,14.676,0.046,5.168,0.217,V
2458192.30276,2018-03-14.8031515,bn,1.48,17.317,15.054,0.027,3.455,0.086,g
2458192.30398,2018-03-14.8043680,bn,1.49,17.295,15.049,0.028,3.471,0.088,g
2458192.30524,2018-03-14.8056300,bn,1.49,17.310,15.090,0.028,3.343,0.087,g
2458192.63776,2018-03-15.1381650,bj,1.57,17.094,15.013,0.032,3.587,0.106,g
2458192.63898,2018-03-15.1393824,bj,1.55,17.115,15.038,0.032,3.508,0.104,g
2458192.64020,2018-03-15.1406010,bj,1.63,17.080,15.083,0.035,3.365,0.107,g
2458193.61585,2018-03-16.1162865,bf,1.39,16.513,14.770,0.044,4.741,0.191,V
2458193.61712,2018-03-16.1175570,bf,1.40,16.510,14.636,0.039,5.362,0.191,V
2458193.61839,2018-03-16.1188253,bf,1.36,16.540,14.722,0.041,4.957,0.186,V
2458194.29100,2018-03-16.7914549,bn,1.54,17.323,15.091,0.028,3.337,0.086,g
2458194.29221,2018-03-16.7926738,bn,1.48,17.315,15.065,0.027,3.419,0.086,g
2458194.29347,2018-03-16.7939268,bn,1.51,17.321,15.079,0.028,3.378,0.086,g
2458194.59113,2018-03-17.0916034,bj,1.61,17.178,15.064,0.031,3.422,0.098,g
2458194.59234,2018-03-17.0928122,bj,1.59,17.167,15.090,0.032,3.341,0.099,g
2458194.59355,2018-03-17.0940319,bj,1.55,17.149,15.079,0.032,3.376,0.100,g
2458195.28838,2018-03-17.7888822,bn,1.47,17.400,15.118,0.027,3.258,0.080,g
2458195.28960,2018-03-17.7900917,bn,1.48,17.350,15.083,0.027,3.367,0.084,g
2458195.29080,2018-03-17.7912967,bn,1.49,17.351,15.096,0.027,3.325,0.083,g
2458195.56389,2018-03-18.0643960,bf,1.51,16.494,14.534,0.036,5.893,0.195,V
2458195.56515,2018-03-18.0656592,bf,1.54,16.536,14.677,0.039,5.165,0.187,V
2458195.56642,2018-03-18.0669274,bf,1.51,16.559,14.748,0.041,4.839,0.183,V
2458196.28811,2018-03-18.7886381,bn,1.53,99.990,99.990,99.990,99.990,99.990,g
2458196.28933,2018-03-18.7898615,bn,1.51,99.990,99.990,99.990,99.990,99.990,g
2458196.29054,2018-03-18.7910722,bn,1.52,99.990,99.990,99.990,99.990,99.990,g
2458196.62508,2018-03-19.1256217,bf,1.41,16.603,14.817,0.042,4.541,0.176,V
2458196.62636,2018-03-19.1269048,bf,1.43,16.562,14.791,0.043,4.651,0.182,V
2458196.62764,2018-03-19.1281805,bf,1.40,16.594,14.704,0.038,5.041,0.177,V
2458197.29408,2018-03-19.7946476,bn,1.48,17.309,15.096,0.028,3.324,0.087,g
2458197.29530,2018-03-19.7958652,bn,1.49,17.313,15.078,0.028,3.380,0.086,g
2458197.29651,2018-03-19.7970726,bn,1.52,99.990,99.990,99.990,99.990,99.990,g
2458197.59978,2018-03-20.1003539,bj,1.59,17.131,15.085,0.033,3.357,0.102,g
2458197.60100,2018-03-20.1015774,bj,1.55,17.132,15.074,0.033,3.393,0.102,g
2458197.60222,2018-03-20.1027935,bj,1.59,17.126,15.077,0.033,3.384,0.103,g
2458198.28972,2018-03-20.7903195,bn,1.46,17.314,15.078,0.028,3.380,0.086,g
2458198.29094,2018-03-20.7915336,bn,1.47,17.334,15.074,0.027,3.391,0.085,g
2458198.29218,2018-03-20.7927793,bn,1.45,17.355,15.170,0.029,3.103,0.083,g
2458198.60254,2018-03-21.1031574,bf,1.43,16.534,14.723,0.041,4.949,0.187,V
2458198.60382,2018-03-21.1044276,bf,1.39,16.491,14.675,0.041,5.172,0.195,V
2458198.60510,2018-03-21.1057085,bf,1.38,16.546,14.787,0.043,4.666,0.185,V
2458199.60771,2018-03-22.1083518,bf,1.41,16.539,14.764,0.043,4.769,0.186,V
2458199.60896,2018-03-22.1096114,bf,1.42,16.502,14.736,0.043,4.894,0.193,V
2458199.61024,2018-03-22.1108873,bf,1.42,16.630,14.763,0.039,4.773,0.171,V
2458201.62802,2018-03-24.1287373,bj,1.66,16.382,15.102,0.069,3.307,0.211,g
2458201.62924,2018-03-24.1299590,bj,1.65,16.162,15.064,0.082,3.423,0.256,g
2458202.61723,2018-03-25.1179821,bj,1.59,16.592,14.993,0.051,3.653,0.170,g
2458202.61845,2018-03-25.1191987,bj,1.54,16.598,14.992,0.051,3.657,0.170,g
2458202.61967,2018-03-25.1204131,bj,1.67,16.491,15.031,0.059,3.529,0.189,g
2458203.61305,2018-03-26.1138296,bj,1.59,16.595,15.044,0.052,3.485,0.168,g
2458203.61427,2018-03-26.1150512,bj,1.61,16.544,15.100,0.058,3.310,0.177,g
2458203.61549,2018-03-26.1162702,bj,1.56,16.506,15.087,0.060,3.351,0.184,g
2458204.55932,2018-03-27.0601328,bj,1.64,16.660,15.121,0.053,3.250,0.158,g
2458204.56053,2018-03-27.0613445,bj,1.55,16.735,15.118,0.049,3.259,0.147,g
2458204.56175,2018-03-27.0625612,bj,1.59,16.637,15.020,0.049,3.566,0.161,g
2458205.57459,2018-03-28.0754313,bf,1.44,16.183,14.758,0.059,4.794,0.258,V
2458205.57585,2018-03-28.0766983,bf,1.40,15.997,14.799,0.073,4.614,0.306,V
2458205.57713,2018-03-28.077975,bf,1.41,16.239,14.724,0.054,4.948,0.245,V
2458207.60676,2018-03-30.1076729,bf,1.47,15.576,14.555,0.086,5.778,0.452,V
2458207.60803,2018-03-30.1089483,bf,1.46,15.659,14.661,0.087,5.243,0.419,V
2458207.60931,2018-03-30.1102221,bf,1.47,15.705,14.612,0.080,5.487,0.401,V
2458208.59409,2018-03-31.0950413,bj,1.62,16.034,14.655,0.062,4.986,0.281,g
2458208.59532,2018-03-31.0962607,bj,1.59,15.915,14.780,0.077,4.446,0.313,g
2458208.59654,2018-03-31.0974790,bj,1.64,15.966,14.805,0.075,4.344,0.299,g
2458209.59291,2018-04-01.0938878,bj,2.07,16.105,14.801,0.066,4.362,0.263,g
2458209.59413,2018-04-01.0951070,bj,2.06,15.953,14.819,0.077,4.291,0.303,g
2458209.59535,2018-04-01.0963260,bj,2.08,15.782,14.671,0.079,4.916,0.354,g
2458210.59136,2018-04-02.0923667,bj,1.71,16.113,14.836,0.068,4.222,0.261,g
2458210.59257,2018-04-02.0935846,bj,1.72,16.089,14.861,0.071,4.128,0.267,g
2458210.59379,2018-04-02.0947979,bj,1.71,16.167,14.796,0.062,4.383,0.249,g
2458211.59110,2018-04-03.0921406,bj,1.63,16.144,14.707,0.058,4.754,0.255,g
2458211.59232,2018-04-03.0933609,bj,1.59,16.153,14.806,0.064,4.343,0.253,g
2458211.59354,2018-04-03.0945778,bj,1.67,16.030,14.728,0.067,4.663,0.285,g
2458212.58735,2018-04-04.0884252,bj,1.56,16.476,14.787,0.046,4.418,0.188,g
2458212.58857,2018-04-04.0896440,bj,1.59,16.357,14.850,0.055,4.170,0.210,g
2458212.58979,2018-04-04.0908608,bj,1.60,16.345,14.844,0.056,4.192,0.214,g
2458214.58173,2018-04-06.0828629,bj,2.00,99.990,99.990,99.990,99.990,99.990,g
2458214.58295,2018-04-06.0840799,bj,2.03,99.990,99.990,99.990,99.990,99.990,g
2458214.58418,2018-04-06.0853084,bj,2.02,16.806,14.829,0.036,4.249,0.143,g
2458215.24047,2018-04-06.7416240,bp,1.59,17.167,14.858,0.026,4.139,0.099,g
2458215.24170,2018-04-06.7428461,bp,1.48,17.146,14.888,0.027,4.025,0.101,g
2458215.24291,2018-04-06.7440634,bp,1.63,17.157,14.930,0.028,3.871,0.100,g
2458215.57656,2018-04-07.0777166,bj,1.66,99.990,99.990,99.990,99.990,99.990,g
2458215.57779,2018-04-07.0789471,bj,1.69,99.990,99.990,99.990,99.990,99.990,g
2458215.57901,2018-04-07.0801700,bj,1.76,16.989,14.832,0.030,4.241,0.117,g
2458216.24321,2018-04-07.7443966,bn,1.61,17.068,14.886,0.029,4.030,0.109,g
2458216.24442,2018-04-07.7456024,bn,1.61,17.027,14.915,0.031,3.925,0.113,g
2458216.24563,2018-04-07.7468083,bn,1.53,17.042,14.910,0.031,3.946,0.111,g
2458216.57218,2018-04-08.0733717,bj,1.61,17.026,14.885,0.030,4.035,0.113,g
2458216.57340,2018-04-08.0745887,bj,1.64,17.103,14.869,0.028,4.097,0.105,g
2458216.57462,2018-04-08.0758074,bj,1.57,99.990,99.990,99.990,99.990,99.990,g
2458217.24594,2018-04-08.7471481,bn,2.03,16.709,14.904,0.041,3.968,0.151,g
2458217.24716,2018-04-08.7483685,bn,2.03,16.496,14.934,0.052,3.859,0.183,g
2458217.24838,2018-04-08.7495850,bn,2.01,16.500,14.878,0.049,4.062,0.183,g
2458217.50561,2018-04-09.0068275,bf,1.42,16.532,14.607,0.037,5.511,0.187,V
2458217.50689,2018-04-09.0081033,bf,1.47,16.569,14.609,0.036,5.498,0.181,V
2458217.50816,2018-04-09.0093747,bf,1.42,16.582,14.639,0.036,5.347,0.179,V
2458218.56425,2018-04-10.0654968,bf,1.44,16.318,14.681,0.048,5.149,0.228,V
2458218.56551,2018-04-10.0667577,bf,1.41,16.277,14.613,0.047,5.478,0.237,V
2458218.56679,2018-04-10.0680402,bf,1.37,16.359,14.750,0.050,4.827,0.220,V
2458220.56254,2018-04-12.0638498,bj,1.56,16.980,14.920,0.033,3.907,0.117,g
2458220.56375,2018-04-12.0650616,bj,1.56,17.050,14.935,0.031,3.853,0.110,g
2458220.56498,2018-04-12.0662798,bj,1.56,16.956,14.935,0.034,3.858,0.121,g
2458222.24931,2018-04-13.7506596,bn,1.48,17.289,14.962,0.026,3.761,0.089,g
2458222.25051,2018-04-13.7518670,bn,1.50,17.282,14.991,0.026,3.660,0.089,g
2458222.25172,2018-04-13.7530729,bn,1.49,17.227,14.910,0.026,3.946,0.094,g
2458222.56888,2018-04-14.0702414,bj,1.63,99.990,99.990,99.990,99.990,99.990,g
2458222.57009,2018-04-14.0714570,bj,1.70,99.990,99.990,99.990,99.990,99.990,g
2458223.24476,2018-04-14.7461438,bn,1.45,17.291,14.991,0.026,3.659,0.088,g
2458223.24597,2018-04-14.7473489,bn,1.43,17.308,14.993,0.026,3.653,0.087,g
2458223.24717,2018-04-14.7485540,bn,1.45,17.234,14.942,0.026,3.832,0.093,g
2458223.56638,2018-04-15.0677728,bf,1.37,16.415,14.553,0.039,5.795,0.209,V
2458223.56765,2018-04-15.0690395,bf,1.41,16.481,14.612,0.039,5.483,0.197,V
2458223.56892,2018-04-15.0703135,bf,1.43,16.459,14.683,0.043,5.137,0.201,V
2458224.24019,2018-04-15.7415931,bn,1.52,17.290,14.981,0.026,3.695,0.088,g
2458224.24140,2018-04-15.7428097,bn,1.54,17.265,14.956,0.026,3.782,0.090,g
2458224.24262,2018-04-15.7440283,bn,1.54,99.990,99.990,99.990,99.990,99.990,g
2458224.55505,2018-04-16.0564628,bj,1.62,17.089,15.063,0.034,3.428,0.107,g
2458224.55627,2018-04-16.0576877,bj,1.56,16.904,14.944,0.037,3.821,0.128,g
2458224.55749,2018-04-16.0589047,bj,1.61,16.867,14.915,0.037,3.926,0.134,g
2458225.54578,2018-04-17.0472199,bf,1.42,16.178,14.644,0.053,5.324,0.260,V
2458225.54704,2018-04-17.0484805,bf,1.44,16.376,14.655,0.045,5.269,0.217,V
2458225.54832,2018-04-17.0497589,bf,1.39,16.328,14.682,0.048,5.143,0.226,V
2458226.53329,2018-04-18.0347614,bj,1.64,16.578,14.984,0.051,3.683,0.172,g
2458226.53451,2018-04-18.0359789,bj,1.60,17.036,14.980,0.033,3.700,0.112,g
2458227.55375,2018-04-19.0552475,bj,1.65,16.453,14.912,0.056,3.939,0.201,g
2458227.55497,2018-04-19.0564670,bj,1.71,16.434,14.916,0.057,3.923,0.204,g
2458227.55619,2018-04-19.0576855,bj,1.76,16.431,14.871,0.055,4.091,0.206,g
2458228.52702,2018-04-20.0285366,bj,1.65,16.997,14.977,0.034,3.709,0.116,g
2458229.54486,2018-04-21.0463971,bj,1.69,16.612,14.917,0.048,3.919,0.170,g
2458229.54607,2018-04-21.0476156,bj,1.58,16.547,14.989,0.054,3.670,0.182,g
2458229.54729,2018-04-21.0488336,bj,1.66,16.527,14.970,0.055,3.735,0.187,g
2458230.49225,2018-04-21.9938126,bj,1.60,16.944,14.958,0.035,3.775,0.121,g
2458230.49347,2018-04-21.9950363,bj,1.57,16.898,14.977,0.037,3.710,0.127,g
2458231.51687,2018-04-23.0184635,bf,1.42,16.215,14.729,0.056,4.927,0.251,V
2458231.51814,2018-04-23.0197293,bf,1.43,16.239,14.754,0.056,4.812,0.245,V
2458231.51944,2018-04-23.0210320,bf,1.49,16.308,14.720,0.051,4.964,0.230,V
2458232.52130,2018-04-24.0229093,bf,1.57,16.288,14.774,0.054,4.725,0.235,V
2458232.52257,2018-04-24.0241871,bf,1.53,16.118,14.751,0.062,4.824,0.274,V
2458232.52385,2018-04-24.0254579,bf,1.48,16.232,14.787,0.058,4.667,0.247,V
2458235.51564,2018-04-27.0173218,bf,1.43,15.958,14.598,0.063,5.554,0.318,V
2458235.51691,2018-04-27.0185928,bf,1.47,15.862,14.698,0.075,5.068,0.347,V
2458235.51818,2018-04-27.0198571,bf,1.43,15.865,14.836,0.085,4.465,0.346,V
2458239.25197,2018-04-30.7537341,bn,1.50,16.377,14.879,0.055,4.060,0.204,g
2458239.25318,2018-04-30.7549422,bn,1.52,16.309,15.083,0.071,3.365,0.218,g
2458239.25440,2018-04-30.7561574,bn,1.55,16.319,14.930,0.061,3.872,0.216,g
2458239.50302,2018-05-01.0047854,bf,1.52,99.990,99.990,99.990,99.990,99.990,V
